,1958850D IS Equity,63MOONS IS Equity,ABB IS Equity,ABCAP IS Equity,ABFRL IS Equity,ABNL IS Equity,ACC IS Equity,ACEM IS Equity,ADANI IS Equity,ADANIGR IS Equity,ADANIT IS Equity,ADE IS Equity,ADSEZ IS Equity,AIAE IS Equity,AJP IS Equity,AL IS Equity,ALBK IS Equity,ALKEM IS Equity,ALPM IS Equity,AMRJ IS Equity,ANDB IS Equity,APHS IS Equity,APNT IS Equity,APTY IS Equity,ARBP IS Equity,ARTO IS Equity,ARVND IS Equity,ASTRA IS Equity,ATGL IS Equity,AUBANK IS Equity,AVNT IS Equity,AXSB IS Equity,BAF IS Equity,BANDHAN IS Equity,BATA IS Equity,BBTC IS Equity,BEML IS Equity,BHAFIN IS Equity,BHARTI IS Equity,BHE IS Equity,BHEL IS Equity,BHFC IS Equity,BIL IS Equity,BIOS IS Equity,BJAUT IS Equity,BJFIN IS Equity,BJHI IS Equity,BOB IS Equity,BOI IS Equity,BOOT IS Equity,BOS IS Equity,BPCL IS Equity,BRFL IS Equity,BRGR IS Equity,BRIT IS Equity,BSOFT IS Equity,CAIR IS Equity,CARE IS Equity,CBK IS Equity,CBOI IS Equity,CCRI IS Equity,CENT IS Equity,CESC IS Equity,CETL IS Equity,CGPOWER IS Equity,CHMB IS Equity,CIFC IS Equity,CIPLA IS Equity,CLEAN IS Equity,CLGT IS Equity,CMC IS Equity,COAL IS Equity,COFORGE IS Equity,COXK IS Equity,CRIN IS Equity,CRISIL IS Equity,CROMPTON IS Equity,CRPBK IS Equity,CSTRL IS Equity,CUBK IS Equity,CYL IS Equity,DABUR IS Equity,DALBHARA IS Equity,DBEL IS Equity,DBL IS Equity,DBNK IS Equity,DCBB IS Equity,DELTA IS Equity,DEWH IS Equity,DHANI IS Equity,DITV IS Equity,DIVI IS Equity,DIXON IS Equity,DLFU IS Equity,DLPL IS Equity,DMART IS Equity,DN IS Equity,DRRD IS Equity,ECLX IS Equity,EDEL IS Equity,EDSL IS Equity,EIM IS Equity,ENDU IS Equity,ENGR IS Equity,ESC IS Equity,ESOIL IS Equity,EXID IS Equity,FB IS Equity,FCON IS Equity,FEL IS Equity,FORH IS Equity,FRETAIL IS Equity,GAIL IS Equity,GCPL IS Equity,GDPL IS Equity,GDSP IS Equity,GESCO IS Equity,GETD IS Equity,GFLTD IS Equity,GGAS IS Equity,GICRE IS Equity,GILL IS Equity,GITG IS Equity,GLAND IS Equity,GLXO IS Equity,GMDC IS Equity,GMRI IS Equity,GNC IS Equity,GNP IS Equity,GOAGRO IS Equity,GPL IS Equity,GPPV IS Equity,GRASIM IS Equity,GRHF IS Equity,GRIL IS Equity,GSFC IS Equity,GTS IS Equity,GUJGA IS Equity,GUJS IS Equity,GVKP IS Equity,HATH IS Equity,HAVL IS Equity,HCC IS Equity,HCLT IS Equity,HCP IS Equity,HDFC IS Equity,HDFCAMC IS Equity,HDFCB IS Equity,HDFCLIFE IS Equity,HDIL IS Equity,HEG IS Equity,HEXW IS Equity,HMCL IS Equity,HMN IS Equity,HNAL IS Equity,HNDL IS Equity,HOE IS Equity,HPCL IS Equity,HUDCO IS Equity,HUVR IS Equity,HWA IS Equity,HZ IS Equity,IBREL IS Equity,IBULL IS Equity,ICEM IS Equity,ICICIBC IS Equity,ICICIGI IS Equity,IDBI IS Equity,IDEA IS Equity,IDFC IS Equity,IDFCFB IS Equity,IEX IS Equity,IFCI IS Equity,IGL IS Equity,IH IS Equity,IHFL IS Equity,IIB IS Equity,IIFL IS Equity,INBK IS Equity,INDIGO IS Equity,INDUSTOW IS Equity,INFO IS Equity,INFOE IS Equity,INMART IS Equity,INXW IS Equity,IOB IS Equity,IOCL IS Equity,IPCA IS Equity,IPRU IS Equity,IRB IS Equity,IRCTC IS Equity,IRFC IS Equity,ISEC IS Equity,ITC IS Equity,IVRC IS Equity,JETIN IS Equity,JI IS Equity,JKBK IS Equity,JKLC IS Equity,JPA IS Equity,JPVL IS Equity,JSAW IS Equity,JSP IS Equity,JSTL IS Equity,JSW IS Equity,JSWI IS Equity,JUBI IS Equity,JUBLPHAR IS Equity,JUST IS Equity,KBL IS Equity,KJC IS Equity,KKC IS Equity,KMB IS Equity,KSCL IS Equity,KVB IS Equity,LANCI IS Equity,LAURUS IS Equity,LICHF IS Equity,LPC IS Equity,LT IS Equity,LTFH IS Equity,LTI IS Equity,LTTS IS Equity,MAHGL IS Equity,MAXF IS Equity,MAXHEALT IS Equity,MCLR IS Equity,METROHL IS Equity,MGFL IS Equity,MM IS Equity,MMFS IS Equity,MMTC IS Equity,MPHL IS Equity,MRCO IS Equity,MRF IS Equity,MRPL IS Equity,MSIL IS Equity,MSS IS Equity,MTCL IS Equity,MTNL IS Equity,MUTH IS Equity,NACL IS Equity,NAM IS Equity,NBCC IS Equity,NEST IS Equity,NFIL IS Equity,NHPC IS Equity,NIACL IS Equity,NJCC IS Equity,NMDC IS Equity,NTCPH IS Equity,NTPC IS Equity,NYKAA IS Equity,OBC IS Equity,OBER IS Equity,OFSS IS Equity,OINL IS Equity,OMDC IS Equity,ONGC IS Equity,OPTC IS Equity,ORCP IS Equity,PAG IS Equity,PATNI IS Equity,PAYTM IS Equity,PCJL IS Equity,PEPL IS Equity,PFIZ IS Equity,PG IS Equity,PI IS Equity,PIDI IS Equity,PIEL IS Equity,PLNG IS Equity,PNB IS Equity,PNBHOUSI IS Equity,POLICYBZ IS Equity,POLYCAB IS Equity,POWF IS Equity,PSYS IS Equity,PTCIN IS Equity,PUNJ IS Equity,PWGR IS Equity,QUESS IS Equity,RALI IS Equity,RBK IS Equity,RBXY IS Equity,RCAPT IS Equity,RCOM IS Equity,RECL IS Equity,REDI IS Equity,REIA IS Equity,RELG IS Equity,RELI IS Equity,REPCO IS Equity,RIL IS Equity,RJEX IS Equity,RNAVAL IS Equity,RPWR IS Equity,RSI IS Equity,RW IS Equity,SADE IS Equity,SAIL IS Equity,SANL IS Equity,SBICARD IS Equity,SBILIFE IS Equity,SBIN IS Equity,SCI IS Equity,SCUF IS Equity,SHRS IS Equity,SHTF IS Equity,SI IS Equity,SIB IS Equity,SIEM IS Equity,SINT IS Equity,SKB IS Equity,SLT IS Equity,SNDB IS Equity,SOBHA IS Equity,SONACOMS IS Equity,SOTL IS Equity,SPADV IS Equity,SRCM IS Equity,SRF IS Equity,STLT IS Equity,STR IS Equity,SUEL IS Equity,SUNP IS Equity,SUNTV IS Equity,SYNG IS Equity,TATA IS Equity,TATACONS IS Equity,TATASTL IS Equity,TCOM IS Equity,TCS IS Equity,TECHM IS Equity,TELX IS Equity,TMX IS Equity,TPW IS Equity,TPWR IS Equity,TRCL IS Equity,TRENT IS Equity,TRID IS Equity,TRP IS Equity,TTAN IS Equity,TTCH IS Equity,TTKPT IS Equity,TTMT IS Equity,TTMT/A IS Equity,TV18 IS Equity,TVSL IS Equity,UBBL IS Equity,UCO IS Equity,UNBK IS Equity,UNSP IS Equity,UPLL IS Equity,UT IS Equity,UTCEM IS Equity,VARROC IS Equity,VATW IS Equity,VBL IS Equity,VCLF IS Equity,VEDL IS Equity,VGRD IS Equity,VJYBK IS Equity,VKI IS Equity,VOLT IS Equity,VYSB IS Equity,WHIRL IS Equity,WLCO IS Equity,WLSI IS Equity,WPL IS Equity,WPRO IS Equity,YES IS Equity,Z IS Equity,ZOMATO IS Equity,ZYDUSLIF IS Equity
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,2.7641134530341422,,,,,,2.351242248974246,,,2.372458376372682,,2.7028122897831826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.278044102638576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2625084253006063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.201950638207801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3419518577559377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40732149782125,,,,,,,,,,,2.2534996601037194
2015-12-15,,2.387168679009205,2.4814142929176204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.206427315524535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.290627801472472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4656159005998015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,,,,,2.26637323999235,,,,,2.224878609588825,,,,,,,,,,,,,,,,,,2.2753297397045436,,,,,,,,,2.3061783242057277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.201048736657506,,,,,,,,,,,,,,,,,,,,,,,2.4192809622457965,,,,,2.4243085493131176,,,,,,,,,,,,,,,,,2.2260186590487634,,,2.200353189415212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2867792773104876,,,,,,,,,,,,,,,,,,,,,,2.4391493260376396,,2.2176930427116877,,,,,,,,,,,,,2.724577521383454,,,,,,,,,2.416732063259971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4767124866639656,,,,,,,,2.352996366155705,,,
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2.338011197835628,,,,,,2.2215304094688633,,,,2.341244046559283,,,,,,,,2.218585499770192,,,,,,,,,,,,,2.3513443445371265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.305738039073566,,,,,,,,2.4608584493395336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2458361418689488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.417922097045881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.371212738410969,,,,,,,,,,,,,,2.2535481641068373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2403365033324785,,,,,,,,,,,,,,,,,,,,,,,,,,2.3236000256045695,,,,,,,,,,,2.255704541504762,,,,,,2.6717244497108235,,,,,,,,2.311622356284489,,,,,,,,2.5076666335155253,,2.463051293639074,,,,,,,,,,,,,,,,,,,,,,,,2.4998323315499467,,,,2.234629009018206,,,,,,,
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7067366610188657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3926451553642964,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48521978230194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36097224143731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.370188179798348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.516311407237764,,,,,,,,,,,2.4233648671879804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.319278317334456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2743205642484785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.301219719918277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2360545497942037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.708750244173516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4231158853429347,,,2.6952171163757708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5817193048216835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72123108697803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.310820585199635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.439229271408921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5112036733152654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4115297593846265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2052083940509064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,,2.239097795591826,,,2.5538753731807224,,,,,,2.6652694328611317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2169799157778427,2.6128590846546733,,,,,,,,,,,2.227428169091594,,,,,,,,,2.3276404551677206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.605982293687273,,,,2.47098873823025,,,,,,2.539261557293417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2340259332308525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.285082927395453,2.624574754323828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.454708479775757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6749252594775634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4961578167490934,,,,,,,,,,,,,,,,,,,,,,,,,,2.200074452565819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.204541542538151,,,,,,,,,,,,,,,,,2.210806836927327,,,,,,,,,,,,2.6734647693726514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,,,,,,,,,,,,,,,2.3459842833760414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3036410563785905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.560942126973645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.373829407882432,,,,,,,,
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5458765240086714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5639719237986482,,,,,,,,,,,,,,,,,,,,,,,,,,,2.345715986497888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3108722006789506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4032362438890944,,,,,,,,,,,,,,,,,,,,,,,,,,,
